"price","commodity","location","date"
"600.00","Sorghum","Kitui",2004-07-07
"1600.00","Sorghum","Kitui",2004-08-08
"2300.00","Sorghum","Kitui",2004-09-09
"2000.00","Sorghum","Kitui",2004-10-10
NA,"Sorghum","Kitui",2004-11-11
NA,"Sorghum","Kitui",2004-12-12
"1500.00","Sorghum","Kitui",2005-01-01
"1500.00","Sorghum","Kitui",2005-02-02
"2500.00","Sorghum","Kitui",2005-03-03
"1867.00","Sorghum","Kitui",2005-04-04
"1800.00","Sorghum","Kitui",2005-05-05
NA,"Sorghum","Kitui",2005-06-06
NA,"Sorghum","Kitui",2005-07-07
NA,"Sorghum","Kitui",2005-08-08
"1525.00","Sorghum","Kitui",2005-09-09
"1575.00","Sorghum","Kitui",2005-10-10
"1600.00","Sorghum","Kitui",2005-11-11
"2000.00","Sorghum","Kitui",2005-12-12
"1800.00","Sorghum","Kitui",2006-01-01
"2000.00","Sorghum","Kitui",2006-02-02
"2000.00","Sorghum","Kitui",2006-03-03
"2000.00","Sorghum","Kitui",2006-04-04
NA,"Sorghum","Kitui",2006-05-05
NA,"Sorghum","Kitui",2006-06-06
NA,"Sorghum","Kitui",2006-07-07
NA,"Sorghum","Kitui",2006-08-08
NA,"Sorghum","Kitui",2006-09-09
NA,"Sorghum","Kitui",2006-10-10
NA,"Sorghum","Kitui",2006-11-11
NA,"Sorghum","Kitui",2006-12-12
NA,"Sorghum","Kitui",2007-01-01
NA,"Sorghum","Kitui",2007-02-02
NA,"Sorghum","Kitui",2007-03-03
NA,"Sorghum","Kitui",2007-04-04
NA,"Sorghum","Kitui",2007-05-05
NA,"Sorghum","Kitui",2007-06-06
"1100.00","Sorghum","Kitui",2007-07-07
"2525.00","Sorghum","Kitui",2007-08-08
NA,"Sorghum","Kitui",2007-09-09
"1200.00","Sorghum","Kitui",2007-10-10
"1500.00","Sorghum","Kitui",2007-11-11
"1200.00","Sorghum","Kitui",2007-12-12
"1280.00","Sorghum","Kitui",2008-01-01
"1800.00","Sorghum","Kitui",2008-02-02
"1200.00","Sorghum","Kitui",2008-03-03
"1466.67","Sorghum","Kitui",2008-04-04
"1200.00","Sorghum","Kitui",2008-05-05
"1800.00","Sorghum","Kitui",2008-06-06
"1600.00","Sorghum","Kitui",2008-07-07
"1850.00","Sorghum","Kitui",2008-08-08
"2000.00","Sorghum","Kitui",2008-09-09
"2000.00","Sorghum","Kitui",2008-10-10
"2800.00","Sorghum","Kitui",2008-11-11
"2800.00","Sorghum","Kitui",2008-12-12
"3050.00","Sorghum","Kitui",2009-01-01
"3700.00","Sorghum","Kitui",2009-02-02
"3300.00","Sorghum","Kitui",2009-03-03
"3066.67","Sorghum","Kitui",2009-04-04
"3213.00","Sorghum","Kitui",2009-05-05
"2750.00","Sorghum","Kitui",2009-06-06
"3160.00","Sorghum","Kitui",2009-07-07
"3325.00","Sorghum","Kitui",2009-08-08
"2800.00","Sorghum","Kitui",2009-09-09
"3200.00","Sorghum","Kitui",2009-10-10
"3600.00","Sorghum","Kitui",2009-11-11
"3460.00","Sorghum","Kitui",2009-12-12
"2800.00","Sorghum","Kitui",2010-01-01
"2800.00","Sorghum","Kitui",2010-02-02
"1400.00","Sorghum","Kitui",2010-03-03
"1933.00","Sorghum","Kitui",2010-04-04
"2700.00","Sorghum","Kitui",2010-05-05
"2000.00","Sorghum","Kitui",2010-06-06
"2200.00","Sorghum","Kitui",2010-07-07
"1800.00","Sorghum","Kitui",2010-08-08
"1800.00","Sorghum","Kitui",2010-09-09
"1800.00","Sorghum","Kitui",2010-10-10
"2100.00","Sorghum","Kitui",2010-11-11
"2700.00","Sorghum","Kitui",2010-12-12
"2700.00","Sorghum","Kitui",2011-01-01
"2700.00","Sorghum","Kitui",2011-02-02
"2700.00","Sorghum","Kitui",2011-03-03
"2700.00","Sorghum","Kitui",2011-04-04
"2700.00","Sorghum","Kitui",2011-05-05
"2700.00","Sorghum","Kitui",2011-06-06
"3000.00","Sorghum","Kitui",2011-07-07
"3600.00","Sorghum","Kitui",2011-08-08
"3600.00","Sorghum","Kitui",2011-09-09
"4500.00","Sorghum","Kitui",2011-10-10
"4500.00","Sorghum","Kitui",2011-11-11
"4500.00","Sorghum","Kitui",2011-12-12
"4500.00","Sorghum","Kitui",2012-01-01
"2650.00","Sorghum","Kitui",2012-02-02
"2700.00","Sorghum","Kitui",2012-03-03
"2700.00","Sorghum","Kitui",2012-04-04
"2700.00","Sorghum","Kitui",2012-05-05
"3300.00","Sorghum","Kitui",2012-06-06
"4050.00","Sorghum","Kitui",2012-07-07
"4500.00","Sorghum","Kitui",2012-08-08
"4500.00","Sorghum","Kitui",2012-09-09
NA,"White Maize","Lodwar (Turkana)",2000-01-01
NA,"White Maize","Lodwar (Turkana)",2000-02-02
NA,"White Maize","Lodwar (Turkana)",2000-03-03
NA,"White Maize","Lodwar (Turkana)",2000-04-04
NA,"White Maize","Lodwar (Turkana)",2000-05-05
NA,"White Maize","Lodwar (Turkana)",2000-06-06
NA,"White Maize","Lodwar (Turkana)",2000-07-07
NA,"White Maize","Lodwar (Turkana)",2000-08-08
NA,"White Maize","Lodwar (Turkana)",2000-09-09
NA,"White Maize","Lodwar (Turkana)",2000-10-10
NA,"White Maize","Lodwar (Turkana)",2000-11-11
NA,"White Maize","Lodwar (Turkana)",2000-12-12
"13.00","White Maize","Lodwar (Turkana)",2001-01-01
"11.00","White Maize","Lodwar (Turkana)",2001-02-02
"11.00","White Maize","Lodwar (Turkana)",2001-03-03
"11.00","White Maize","Lodwar (Turkana)",2001-04-04
"10.00","White Maize","Lodwar (Turkana)",2001-05-05
"10.00","White Maize","Lodwar (Turkana)",2001-06-06
"17.00","White Maize","Lodwar (Turkana)",2001-07-07
"18.00","White Maize","Lodwar (Turkana)",2001-08-08
"17.00","White Maize","Lodwar (Turkana)",2001-09-09
"17.00","White Maize","Lodwar (Turkana)",2001-10-10
"18.00","White Maize","Lodwar (Turkana)",2001-11-11
"17.00","White Maize","Lodwar (Turkana)",2001-12-12
"12.00","White Maize","Lodwar (Turkana)",2002-01-01
"15.00","White Maize","Lodwar (Turkana)",2002-02-02
"13.00","White Maize","Lodwar (Turkana)",2002-03-03
"10.00","White Maize","Lodwar (Turkana)",2002-04-04
"14.00","White Maize","Lodwar (Turkana)",2002-05-05
"13.00","White Maize","Lodwar (Turkana)",2002-06-06
"13.00","White Maize","Lodwar (Turkana)",2002-07-07
"12.00","White Maize","Lodwar (Turkana)",2002-08-08
"16.00","White Maize","Lodwar (Turkana)",2002-09-09
"15.00","White Maize","Lodwar (Turkana)",2002-10-10
"16.00","White Maize","Lodwar (Turkana)",2002-11-11
"15.00","White Maize","Lodwar (Turkana)",2002-12-12
"16.00","White Maize","Lodwar (Turkana)",2003-01-01
"19.00","White Maize","Lodwar (Turkana)",2003-02-02
"17.00","White Maize","Lodwar (Turkana)",2003-03-03
"13.00","White Maize","Lodwar (Turkana)",2003-04-04
"18.00","White Maize","Lodwar (Turkana)",2003-05-05
"16.00","White Maize","Lodwar (Turkana)",2003-06-06
"16.00","White Maize","Lodwar (Turkana)",2003-07-07
"17.00","White Maize","Lodwar (Turkana)",2003-08-08
"23.00","White Maize","Lodwar (Turkana)",2003-09-09
"20.00","White Maize","Lodwar (Turkana)",2003-10-10
"20.00","White Maize","Lodwar (Turkana)",2003-11-11
"21.00","White Maize","Lodwar (Turkana)",2003-12-12
"18.00","White Maize","Lodwar (Turkana)",2004-01-01
"22.00","White Maize","Lodwar (Turkana)",2004-02-02
"23.00","White Maize","Lodwar (Turkana)",2004-03-03
"24.00","White Maize","Lodwar (Turkana)",2004-04-04
"26.00","White Maize","Lodwar (Turkana)",2004-05-05
"31.00","White Maize","Lodwar (Turkana)",2004-06-06
"27.00","White Maize","Lodwar (Turkana)",2004-07-07
"27.00","White Maize","Lodwar (Turkana)",2004-08-08
"26.00","White Maize","Lodwar (Turkana)",2004-09-09
"25.00","White Maize","Lodwar (Turkana)",2004-10-10
"26.00","White Maize","Lodwar (Turkana)",2004-11-11
"28.00","White Maize","Lodwar (Turkana)",2004-12-12
"24.00","White Maize","Lodwar (Turkana)",2005-01-01
"23.00","White Maize","Lodwar (Turkana)",2005-02-02
"25.00","White Maize","Lodwar (Turkana)",2005-03-03
"26.00","White Maize","Lodwar (Turkana)",2005-04-04
"27.00","White Maize","Lodwar (Turkana)",2005-05-05
"33.00","White Maize","Lodwar (Turkana)",2005-06-06
"28.00","White Maize","Lodwar (Turkana)",2005-07-07
"29.00","White Maize","Lodwar (Turkana)",2005-08-08
"28.00","White Maize","Lodwar (Turkana)",2005-09-09
"26.00","White Maize","Lodwar (Turkana)",2005-10-10
"26.00","White Maize","Lodwar (Turkana)",2005-11-11
"27.00","White Maize","Lodwar (Turkana)",2005-12-12
"26.00","White Maize","Lodwar (Turkana)",2006-01-01
"28.00","White Maize","Lodwar (Turkana)",2006-02-02
"27.00","White Maize","Lodwar (Turkana)",2006-03-03
"30.00","White Maize","Lodwar (Turkana)",2006-04-04
"26.00","White Maize","Lodwar (Turkana)",2006-05-05
"27.00","White Maize","Lodwar (Turkana)",2006-06-06
"26.00","White Maize","Lodwar (Turkana)",2006-07-07
"27.00","White Maize","Lodwar (Turkana)",2006-08-08
"29.00","White Maize","Lodwar (Turkana)",2006-09-09
"30.00","White Maize","Lodwar (Turkana)",2006-10-10
"28.00","White Maize","Lodwar (Turkana)",2006-11-11
"28.00","White Maize","Lodwar (Turkana)",2006-12-12
"30.00","White Maize","Lodwar (Turkana)",2007-01-01
"30.00","White Maize","Lodwar (Turkana)",2007-02-02
"30.00","White Maize","Lodwar (Turkana)",2007-03-03
"31.00","White Maize","Lodwar (Turkana)",2007-04-04
"29.00","White Maize","Lodwar (Turkana)",2007-05-05
"30.00","White Maize","Lodwar (Turkana)",2007-06-06
"30.00","White Maize","Lodwar (Turkana)",2007-07-07
"28.00","White Maize","Lodwar (Turkana)",2007-08-08
"28.00","White Maize","Lodwar (Turkana)",2007-09-09
"27.00","White Maize","Lodwar (Turkana)",2007-10-10
"27.00","White Maize","Lodwar (Turkana)",2007-11-11
"30.00","White Maize","Lodwar (Turkana)",2007-12-12
"37.00","White Maize","Lodwar (Turkana)",2008-01-01
"38.00","White Maize","Lodwar (Turkana)",2008-02-02
"35.00","White Maize","Lodwar (Turkana)",2008-03-03
"40.00","White Maize","Lodwar (Turkana)",2008-04-04
"55.00","White Maize","Lodwar (Turkana)",2008-05-05
"50.00","White Maize","Lodwar (Turkana)",2008-06-06
"47.00","White Maize","Lodwar (Turkana)",2008-07-07
"43.00","White Maize","Lodwar (Turkana)",2008-08-08
"45.00","White Maize","Lodwar (Turkana)",2008-09-09
"44.00","White Maize","Lodwar (Turkana)",2008-10-10
"42.00","White Maize","Lodwar (Turkana)",2008-11-11
"42.00","White Maize","Lodwar (Turkana)",2008-12-12
"49.00","White Maize","Lodwar (Turkana)",2009-01-01
"43.00","White Maize","Lodwar (Turkana)",2009-02-02
"40.00","White Maize","Lodwar (Turkana)",2009-03-03
"41.00","White Maize","Lodwar (Turkana)",2009-04-04
"46.00","White Maize","Lodwar (Turkana)",2009-05-05
"47.70","White Maize","Lodwar (Turkana)",2009-06-06
"52.00","White Maize","Lodwar (Turkana)",2009-07-07
"48.00","White Maize","Lodwar (Turkana)",2009-08-08
"51.00","White Maize","Lodwar (Turkana)",2009-09-09
"51.00","White Maize","Lodwar (Turkana)",2009-10-10
"46.70","White Maize","Lodwar (Turkana)",2009-11-11
"45.80","White Maize","Lodwar (Turkana)",2009-12-12
"49.60","White Maize","Lodwar (Turkana)",2010-01-01
"45.70","White Maize","Lodwar (Turkana)",2010-02-02
"44.50","White Maize","Lodwar (Turkana)",2010-03-03
"44.93","White Maize","Lodwar (Turkana)",2010-04-04
"46.00","White Maize","Lodwar (Turkana)",2010-05-05
"44.00","White Maize","Lodwar (Turkana)",2010-06-06
"43.61","White Maize","Lodwar (Turkana)",2010-07-07
"44.00","White Maize","Lodwar (Turkana)",2010-08-08
"46.29","White Maize","Lodwar (Turkana)",2010-09-09
"44.00","White Maize","Lodwar (Turkana)",2010-10-10
"44.70","White Maize","Lodwar (Turkana)",2010-11-11
"42.29","White Maize","Lodwar (Turkana)",2010-12-12
"44.00","White Maize","Lodwar (Turkana)",2011-01-01
"42.60","White Maize","Lodwar (Turkana)",2011-02-02
"46.00","White Maize","Lodwar (Turkana)",2011-03-03
"54.90","White Maize","Lodwar (Turkana)",2011-04-04
"60.00","White Maize","Lodwar (Turkana)",2011-05-05
"64.00","White Maize","Lodwar (Turkana)",2011-06-06
"74.80","White Maize","Lodwar (Turkana)",2011-07-07
"72.70","White Maize","Lodwar (Turkana)",2011-08-08
"65.60","White Maize","Lodwar (Turkana)",2011-09-09
"64.00","White Maize","Lodwar (Turkana)",2011-10-10
"64.23","White Maize","Lodwar (Turkana)",2011-11-11
"64.58","White Maize","Lodwar (Turkana)",2011-12-12
"61.35","White Maize","Lodwar (Turkana)",2012-01-01
"56.00","White Maize","Lodwar (Turkana)",2012-02-02
"54.98","White Maize","Lodwar (Turkana)",2012-03-03
"60.13","White Maize","Lodwar (Turkana)",2012-04-04
"58.75","White Maize","Lodwar (Turkana)",2012-05-05
"58.65","White Maize","Lodwar (Turkana)",2012-06-06
"68.20","White Maize","Lodwar (Turkana)",2012-07-07
"62.55","White Maize","Lodwar (Turkana)",2012-08-08
"66.00","White Maize","Lodwar (Turkana)",2012-09-09
NA,"White Maize","Marsabit",2000-01-01
NA,"White Maize","Marsabit",2000-02-02
NA,"White Maize","Marsabit",2000-03-03
NA,"White Maize","Marsabit",2000-04-04
NA,"White Maize","Marsabit",2000-05-05
NA,"White Maize","Marsabit",2000-06-06
NA,"White Maize","Marsabit",2000-07-07
NA,"White Maize","Marsabit",2000-08-08
NA,"White Maize","Marsabit",2000-09-09
NA,"White Maize","Marsabit",2000-10-10
NA,"White Maize","Marsabit",2000-11-11
NA,"White Maize","Marsabit",2000-12-12
"27.00","White Maize","Marsabit",2001-01-01
"22.00","White Maize","Marsabit",2001-02-02
"20.00","White Maize","Marsabit",2001-03-03
"20.00","White Maize","Marsabit",2001-04-04
"21.00","White Maize","Marsabit",2001-05-05
"20.00","White Maize","Marsabit",2001-06-06
"21.00","White Maize","Marsabit",2001-07-07
"21.00","White Maize","Marsabit",2001-08-08
"23.00","White Maize","Marsabit",2001-09-09
"22.00","White Maize","Marsabit",2001-10-10
"23.00","White Maize","Marsabit",2001-11-11
"22.00","White Maize","Marsabit",2001-12-12
"21.00","White Maize","Marsabit",2002-01-01
"21.00","White Maize","Marsabit",2002-02-02
"20.00","White Maize","Marsabit",2002-03-03
"15.00","White Maize","Marsabit",2002-04-04
"17.00","White Maize","Marsabit",2002-05-05
"15.00","White Maize","Marsabit",2002-06-06
"17.00","White Maize","Marsabit",2002-07-07
"17.00","White Maize","Marsabit",2002-08-08
"16.00","White Maize","Marsabit",2002-09-09
"16.00","White Maize","Marsabit",2002-10-10
"17.00","White Maize","Marsabit",2002-11-11
"17.00","White Maize","Marsabit",2002-12-12
"18.00","White Maize","Marsabit",2003-01-01
"20.00","White Maize","Marsabit",2003-02-02
"21.00","White Maize","Marsabit",2003-03-03
"21.00","White Maize","Marsabit",2003-04-04
"19.00","White Maize","Marsabit",2003-05-05
"19.00","White Maize","Marsabit",2003-06-06
"22.00","White Maize","Marsabit",2003-07-07
"22.00","White Maize","Marsabit",2003-08-08
"22.00","White Maize","Marsabit",2003-09-09
"22.00","White Maize","Marsabit",2003-10-10
"23.00","White Maize","Marsabit",2003-11-11
"23.00","White Maize","Marsabit",2003-12-12
"23.00","White Maize","Marsabit",2004-01-01
"23.00","White Maize","Marsabit",2004-02-02
"22.00","White Maize","Marsabit",2004-03-03
"22.00","White Maize","Marsabit",2004-04-04
"23.00","White Maize","Marsabit",2004-05-05
"22.00","White Maize","Marsabit",2004-06-06
"24.00","White Maize","Marsabit",2004-07-07
"24.00","White Maize","Marsabit",2004-08-08
"25.00","White Maize","Marsabit",2004-09-09
"26.00","White Maize","Marsabit",2004-10-10
"26.00","White Maize","Marsabit",2004-11-11
"24.00","White Maize","Marsabit",2004-12-12
"24.00","White Maize","Marsabit",2005-01-01
"24.00","White Maize","Marsabit",2005-02-02
"25.00","White Maize","Marsabit",2005-03-03
"26.00","White Maize","Marsabit",2005-04-04
"25.00","White Maize","Marsabit",2005-05-05
"24.00","White Maize","Marsabit",2005-06-06
"25.00","White Maize","Marsabit",2005-07-07
"24.00","White Maize","Marsabit",2005-08-08
"25.00","White Maize","Marsabit",2005-09-09
"23.00","White Maize","Marsabit",2005-10-10
"24.00","White Maize","Marsabit",2005-11-11
"21.00","White Maize","Marsabit",2005-12-12
"21.00","White Maize","Marsabit",2006-01-01
"22.00","White Maize","Marsabit",2006-02-02
"22.00","White Maize","Marsabit",2006-03-03
"24.00","White Maize","Marsabit",2006-04-04
"22.00","White Maize","Marsabit",2006-05-05
"20.00","White Maize","Marsabit",2006-06-06
"21.00","White Maize","Marsabit",2006-07-07
"22.00","White Maize","Marsabit",2006-08-08
"20.00","White Maize","Marsabit",2006-09-09
"21.00","White Maize","Marsabit",2006-10-10
"20.00","White Maize","Marsabit",2006-11-11
"20.00","White Maize","Marsabit",2006-12-12
"16.00","White Maize","Marsabit",2007-01-01
"16.00","White Maize","Marsabit",2007-02-02
"14.00","White Maize","Marsabit",2007-03-03
"12.00","White Maize","Marsabit",2007-04-04
"15.00","White Maize","Marsabit",2007-05-05
"15.00","White Maize","Marsabit",2007-06-06
"15.00","White Maize","Marsabit",2007-07-07
"15.00","White Maize","Marsabit",2007-08-08
"18.00","White Maize","Marsabit",2007-09-09
"15.00","White Maize","Marsabit",2007-10-10
"18.00","White Maize","Marsabit",2007-11-11
"23.00","White Maize","Marsabit",2007-12-12
"22.00","White Maize","Marsabit",2008-01-01
"23.00","White Maize","Marsabit",2008-02-02
"24.00","White Maize","Marsabit",2008-03-03
"26.00","White Maize","Marsabit",2008-04-04
"27.00","White Maize","Marsabit",2008-05-05
"27.00","White Maize","Marsabit",2008-06-06
"29.00","White Maize","Marsabit",2008-07-07
"30.00","White Maize","Marsabit",2008-08-08
"31.00","White Maize","Marsabit",2008-09-09
"32.00","White Maize","Marsabit",2008-10-10
"42.00","White Maize","Marsabit",2008-11-11
"42.00","White Maize","Marsabit",2008-12-12
"44.00","White Maize","Marsabit",2009-01-01
"42.00","White Maize","Marsabit",2009-02-02
"42.00","White Maize","Marsabit",2009-03-03
"44.00","White Maize","Marsabit",2009-04-04
"46.00","White Maize","Marsabit",2009-05-05
"45.00","White Maize","Marsabit",2009-06-06
"47.50","White Maize","Marsabit",2009-07-07
"43.00","White Maize","Marsabit",2009-08-08
"43.00","White Maize","Marsabit",2009-09-09
"43.00","White Maize","Marsabit",2009-10-10
"43.00","White Maize","Marsabit",2009-11-11
"43.00","White Maize","Marsabit",2009-12-12
"43.00","White Maize","Marsabit",2010-01-01
"43.00","White Maize","Marsabit",2010-02-02
"38.00","White Maize","Marsabit",2010-03-03
"33.00","White Maize","Marsabit",2010-04-04
"33.00","White Maize","Marsabit",2010-05-05
"33.00","White Maize","Marsabit",2010-06-06
"33.00","White Maize","Marsabit",2010-07-07
"33.00","White Maize","Marsabit",2010-08-08
"32.00","White Maize","Marsabit",2010-09-09
"30.00","White Maize","Marsabit",2010-10-10
"32.00","White Maize","Marsabit",2010-11-11
"32.00","White Maize","Marsabit",2010-12-12
"38.00","White Maize","Marsabit",2011-01-01
"36.00","White Maize","Marsabit",2011-02-02
"36.00","White Maize","Marsabit",2011-03-03
"44.00","White Maize","Marsabit",2011-04-04
"44.60","White Maize","Marsabit",2011-05-05
"45.60","White Maize","Marsabit",2011-06-06
"53.00","White Maize","Marsabit",2011-07-07
"59.20","White Maize","Marsabit",2011-08-08
"62.20","White Maize","Marsabit",2011-09-09
"55.00","White Maize","Marsabit",2011-10-10
"53.00","White Maize","Marsabit",2011-11-11
"53.75","White Maize","Marsabit",2011-12-12
"50.90","White Maize","Marsabit",2012-01-01
"44.10","White Maize","Marsabit",2012-02-02
"49.12","White Maize","Marsabit",2012-03-03
"50.54","White Maize","Marsabit",2012-04-04
"44.50","White Maize","Marsabit",2012-05-05
"52.94","White Maize","Marsabit",2012-06-06
"50.10","White Maize","Marsabit",2012-07-07
"51.60","White Maize","Marsabit",2012-08-08
"51.24","White Maize","Marsabit",2012-09-09
"1564.00","White Maize","Mombasa",2000-01-01
"1444.00","White Maize","Mombasa",2000-02-02
"1525.00","White Maize","Mombasa",2000-03-03
"1469.00","White Maize","Mombasa",2000-04-04
"1550.00","White Maize","Mombasa",2000-05-05
"1751.00","White Maize","Mombasa",2000-06-06
"1637.00","White Maize","Mombasa",2000-07-07
"1597.00","White Maize","Mombasa",2000-08-08
"1310.00","White Maize","Mombasa",2000-09-09
"1221.00","White Maize","Mombasa",2000-10-10
"1309.00","White Maize","Mombasa",2000-11-11
"1377.00","White Maize","Mombasa",2000-12-12
"1382.00","White Maize","Mombasa",2001-01-01
"1411.00","White Maize","Mombasa",2001-02-02
"1244.00","White Maize","Mombasa",2001-03-03
"1247.00","White Maize","Mombasa",2001-04-04
"1180.00","White Maize","Mombasa",2001-05-05
"1147.00","White Maize","Mombasa",2001-06-06
"992.00","White Maize","Mombasa",2001-07-07
"991.00","White Maize","Mombasa",2001-08-08
"915.00","White Maize","Mombasa",2001-09-09
"850.00","White Maize","Mombasa",2001-10-10
"882.00","White Maize","Mombasa",2001-11-11
"893.00","White Maize","Mombasa",2001-12-12
"850.00","White Maize","Mombasa",2002-01-01
"828.00","White Maize","Mombasa",2002-02-02
"850.00","White Maize","Mombasa",2002-03-03
"729.00","White Maize","Mombasa",2002-04-04
"825.00","White Maize","Mombasa",2002-05-05
"913.00","White Maize","Mombasa",2002-06-06
"915.00","White Maize","Mombasa",2002-07-07
"854.00","White Maize","Mombasa",2002-08-08
"977.00","White Maize","Mombasa",2002-09-09
"1100.00","White Maize","Mombasa",2002-10-10
"1200.00","White Maize","Mombasa",2002-11-11
"1183.00","White Maize","Mombasa",2002-12-12
"1150.00","White Maize","Mombasa",2003-01-01
"1100.00","White Maize","Mombasa",2003-02-02
"1032.00","White Maize","Mombasa",2003-03-03
"1075.00","White Maize","Mombasa",2003-04-04
"1365.00","White Maize","Mombasa",2003-05-05
"1359.00","White Maize","Mombasa",2003-06-06
"1434.00","White Maize","Mombasa",2003-07-07
"1429.00","White Maize","Mombasa",2003-08-08
"1281.00","White Maize","Mombasa",2003-09-09
"1284.00","White Maize","Mombasa",2003-10-10
"1288.00","White Maize","Mombasa",2003-11-11
"1356.00","White Maize","Mombasa",2003-12-12
NA,"White Maize","Mombasa",2004-01-01
NA,"White Maize","Mombasa",2004-02-02
NA,"White Maize","Mombasa",2004-03-03
NA,"White Maize","Mombasa",2004-04-04
NA,"White Maize","Mombasa",2004-05-05
NA,"White Maize","Mombasa",2004-06-06
NA,"White Maize","Mombasa",2004-07-07
NA,"White Maize","Mombasa",2004-08-08
NA,"White Maize","Mombasa",2004-09-09
NA,"White Maize","Mombasa",2004-10-10
NA,"White Maize","Mombasa",2004-11-11
NA,"White Maize","Mombasa",2004-12-12
"1513.44","White Maize","Mombasa",2005-01-01
"1425.83","White Maize","Mombasa",2005-02-02
"1395.71","White Maize","Mombasa",2005-03-03
"1434.00","White Maize","Mombasa",2005-04-04
"1511.11","White Maize","Mombasa",2005-05-05
"1639.64","White Maize","Mombasa",2005-06-06
"1528.33","White Maize","Mombasa",2005-07-07
"1326.00","White Maize","Mombasa",2005-08-08
"1162.63","White Maize","Mombasa",2005-09-09
"1189.29","White Maize","Mombasa",2005-10-10
"1212.00","White Maize","Mombasa",2005-11-11
"1280.00","White Maize","Mombasa",2005-12-12
"1480.00","White Maize","Mombasa",2006-01-01
"1523.00","White Maize","Mombasa",2006-02-02
"1476.00","White Maize","Mombasa",2006-03-03
"1595.00","White Maize","Mombasa",2006-04-04
"1739.47","White Maize","Mombasa",2006-05-05
"1814.75","White Maize","Mombasa",2006-06-06
"1695.00","White Maize","Mombasa",2006-07-07
"1131.25","White Maize","Mombasa",2006-08-08
"1075.00","White Maize","Mombasa",2006-09-09
"1133.00","White Maize","Mombasa",2006-10-10
"1148.00","White Maize","Mombasa",2006-11-11
"1123.13","White Maize","Mombasa",2006-12-12
"1061.90","White Maize","Mombasa",2007-01-01
"1062.50","White Maize","Mombasa",2007-02-02
"1035.42","White Maize","Mombasa",2007-03-03
"1047.37","White Maize","Mombasa",2007-04-04
"1078.57","White Maize","Mombasa",2007-05-05
"1200.00","White Maize","Mombasa",2007-06-06
"1183.91","White Maize","Mombasa",2007-07-07
"1202.17","White Maize","Mombasa",2007-08-08
"1230.00","White Maize","Mombasa",2007-09-09
"1213.64","White Maize","Mombasa",2007-10-10
"1270.00","White Maize","Mombasa",2007-11-11
"1274.44","White Maize","Mombasa",2007-12-12
"1431.58","White Maize","Mombasa",2008-01-01
"1425.00","White Maize","Mombasa",2008-02-02
"1462.50","White Maize","Mombasa",2008-03-03
"1625.00","White Maize","Mombasa",2008-04-04
"1912.38","White Maize","Mombasa",2008-05-05
"1909.29","White Maize","Mombasa",2008-06-06
"2085.71","White Maize","Mombasa",2008-07-07
"2125.00","White Maize","Mombasa",2008-08-08
"2123.13","White Maize","Mombasa",2008-09-09
"2306.67","White Maize","Mombasa",2008-10-10
"2482.50","White Maize","Mombasa",2008-11-11
"2391.25","White Maize","Mombasa",2008-12-12
"2098.75","White Maize","Mombasa",2009-01-01
"2700.00","White Maize","Mombasa",2009-02-02
"2517.92","White Maize","Mombasa",2009-03-03
"2405.00","White Maize","Mombasa",2009-04-04
"2475.00","White Maize","Mombasa",2009-05-05
"2435.00","White Maize","Mombasa",2009-06-06
"2274.00","White Maize","Mombasa",2009-07-07
"2239.38","White Maize","Mombasa",2009-08-08
"2085.00","White Maize","Mombasa",2009-09-09
"2282.50","White Maize","Mombasa",2009-10-10
"2322.50","White Maize","Mombasa",2009-11-11
"2300.00","White Maize","Mombasa",2009-12-12
"2306.67","White Maize","Mombasa",2010-01-01
"2115.00","White Maize","Mombasa",2010-02-02
"1920.00","White Maize","Mombasa",2010-03-03
"1821.00","White Maize","Mombasa",2010-04-04
"1670.00","White Maize","Mombasa",2010-05-05
"1526.00","White Maize","Mombasa",2010-06-06
"1470.00","White Maize","Mombasa",2010-07-07
"1420.00","White Maize","Mombasa",2010-08-08
"1280.00","White Maize","Mombasa",2010-09-09
"1205.00","White Maize","Mombasa",2010-10-10
"1510.00","White Maize","Mombasa",2010-11-11
"1600.00","White Maize","Mombasa",2010-12-12
"1710.00","White Maize","Mombasa",2011-01-01
"2137.00","White Maize","Mombasa",2011-02-02
"2250.00","White Maize","Mombasa",2011-03-03
"2593.00","White Maize","Mombasa",2011-04-04
"3207.00","White Maize","Mombasa",2011-05-05
"3800.00","White Maize","Mombasa",2011-06-06
"4030.00","White Maize","Mombasa",2011-07-07
"3132.00","White Maize","Mombasa",2011-08-08
"2980.00","White Maize","Mombasa",2011-09-09
"3015.00","White Maize","Mombasa",2011-10-10
"3284.00","White Maize","Mombasa",2011-11-11
"3234.00","White Maize","Mombasa",2011-12-12
"3020.00","White Maize","Mombasa",2012-01-01
"2830.00","White Maize","Mombasa",2012-02-02
"2665.00","White Maize","Mombasa",2012-03-03
"2885.00","White Maize","Mombasa",2012-04-04
"3500.00","White Maize","Mombasa",2012-05-05
"3375.00","White Maize","Mombasa",2012-06-06
"3303.00","White Maize","Mombasa",2012-07-07
"3140.00","White Maize","Mombasa",2012-08-08
"2955.00","White Maize","Mombasa",2012-09-09
NA,"Beans","Mombasa",2000-01-01
NA,"Beans","Mombasa",2000-02-02
NA,"Beans","Mombasa",2000-03-03
NA,"Beans","Mombasa",2000-04-04
