"price","commodity","location","date"
"2760.00","White Maize","Eldoret",2012-09-09
NA,"Beans","Eldoret",2000-01-01
NA,"Beans","Eldoret",2000-02-02
NA,"Beans","Eldoret",2000-03-03
NA,"Beans","Eldoret",2000-04-04
NA,"Beans","Eldoret",2000-05-05
NA,"Beans","Eldoret",2000-06-06
NA,"Beans","Eldoret",2000-07-07
NA,"Beans","Eldoret",2000-08-08
NA,"Beans","Eldoret",2000-09-09
NA,"Beans","Eldoret",2000-10-10
NA,"Beans","Eldoret",2000-11-11
NA,"Beans","Eldoret",2000-12-12
"2017.00","Beans","Eldoret",2001-01-01
"2200.00","Beans","Eldoret",2001-02-02
"2400.00","Beans","Eldoret",2001-03-03
"2255.00","Beans","Eldoret",2001-04-04
"2047.00","Beans","Eldoret",2001-05-05
"2050.00","Beans","Eldoret",2001-06-06
"1600.00","Beans","Eldoret",2001-07-07
"1231.00","Beans","Eldoret",2001-08-08
"1450.00","Beans","Eldoret",2001-09-09
"1582.00","Beans","Eldoret",2001-10-10
"1600.00","Beans","Eldoret",2001-11-11
"1600.00","Beans","Eldoret",2001-12-12
"1420.00","Beans","Eldoret",2002-01-01
"1600.00","Beans","Eldoret",2002-02-02
"1675.00","Beans","Eldoret",2002-03-03
"2000.00","Beans","Eldoret",2002-04-04
"2133.00","Beans","Eldoret",2002-05-05
"2000.00","Beans","Eldoret",2002-06-06
"1644.00","Beans","Eldoret",2002-07-07
"1600.00","Beans","Eldoret",2002-08-08
"1867.00","Beans","Eldoret",2002-09-09
"1982.00","Beans","Eldoret",2002-10-10
"2250.00","Beans","Eldoret",2002-11-11
NA,"Beans","Eldoret",2002-12-12
NA,"Beans","Eldoret",2003-01-01
NA,"Beans","Eldoret",2003-02-02
NA,"Beans","Eldoret",2003-03-03
NA,"Beans","Eldoret",2003-04-04
NA,"Beans","Eldoret",2003-05-05
NA,"Beans","Eldoret",2003-06-06
NA,"Beans","Eldoret",2003-07-07
NA,"Beans","Eldoret",2003-08-08
NA,"Beans","Eldoret",2003-09-09
NA,"Beans","Eldoret",2003-10-10
NA,"Beans","Eldoret",2003-11-11
NA,"Beans","Eldoret",2003-12-12
"2143.00","Beans","Eldoret",2004-01-01
"2187.00","Beans","Eldoret",2004-02-02
"2322.00","Beans","Eldoret",2004-03-03
"2600.00","Beans","Eldoret",2004-04-04
"3000.00","Beans","Eldoret",2004-05-05
"2000.00","Beans","Eldoret",2004-06-06
"3000.00","Beans","Eldoret",2004-07-07
"2400.00","Beans","Eldoret",2004-08-08
"2800.00","Beans","Eldoret",2004-09-09
"2800.00","Beans","Eldoret",2004-10-10
NA,"Beans","Eldoret",2004-11-11
NA,"Beans","Eldoret",2004-12-12
NA,"Beans","Eldoret",2005-01-01
"2950.00","Beans","Eldoret",2005-02-02
"4000.00","Beans","Eldoret",2005-03-03
"3600.00","Beans","Eldoret",2005-04-04
NA,"Beans","Eldoret",2005-05-05
"3560.00","Beans","Eldoret",2005-06-06
"2125.00","Beans","Eldoret",2005-07-07
"1631.00","Beans","Eldoret",2005-08-08
"1920.00","Beans","Eldoret",2005-09-09
"2133.00","Beans","Eldoret",2005-10-10
"2400.00","Beans","Eldoret",2005-11-11
"2920.00","Beans","Eldoret",2005-12-12
"2799.00","Beans","Eldoret",2006-01-01
"3150.00","Beans","Eldoret",2006-02-02
"3305.00","Beans","Eldoret",2006-03-03
"3060.00","Beans","Eldoret",2006-04-04
"3311.00","Beans","Eldoret",2006-05-05
"2978.00","Beans","Eldoret",2006-06-06
"2260.00","Beans","Eldoret",2006-07-07
"1975.00","Beans","Eldoret",2006-08-08
"2700.00","Beans","Eldoret",2006-09-09
"2400.00","Beans","Eldoret",2006-10-10
"2675.00","Beans","Eldoret",2006-11-11
"2600.00","Beans","Eldoret",2006-12-12
"2730.00","Beans","Eldoret",2007-01-01
"2784.00","Beans","Eldoret",2007-02-02
"2729.00","Beans","Eldoret",2007-03-03
"2840.00","Beans","Eldoret",2007-04-04
"2772.00","Beans","Eldoret",2007-05-05
"2800.00","Beans","Eldoret",2007-06-06
"2723.00","Beans","Eldoret",2007-07-07
"2412.00","Beans","Eldoret",2007-08-08
"2423.00","Beans","Eldoret",2007-09-09
"2615.00","Beans","Eldoret",2007-10-10
"2800.00","Beans","Eldoret",2007-11-11
"2913.00","Beans","Eldoret",2007-12-12
"3200.00","Beans","Eldoret",2008-01-01
"3880.00","Beans","Eldoret",2008-02-02
"4000.00","Beans","Eldoret",2008-03-03
"4680.00","Beans","Eldoret",2008-04-04
"4800.00","Beans","Eldoret",2008-05-05
"4784.00","Beans","Eldoret",2008-06-06
"3913.00","Beans","Eldoret",2008-07-07
"3456.00","Beans","Eldoret",2008-08-08
"3775.00","Beans","Eldoret",2008-09-09
"4233.00","Beans","Eldoret",2008-10-10
"4117.00","Beans","Eldoret",2008-11-11
"4267.00","Beans","Eldoret",2008-12-12
"4767.00","Beans","Eldoret",2009-01-01
"4617.00","Beans","Eldoret",2009-02-02
"4695.00","Beans","Eldoret",2009-03-03
"4898.00","Beans","Eldoret",2009-04-04
"4950.00","Beans","Eldoret",2009-05-05
"4437.00","Beans","Eldoret",2009-06-06
"4520.00","Beans","Eldoret",2009-07-07
"4660.00","Beans","Eldoret",2009-08-08
"4925.00","Beans","Eldoret",2009-09-09
"4850.00","Beans","Eldoret",2009-10-10
"4850.00","Beans","Eldoret",2009-11-11
"4978.00","Beans","Eldoret",2009-12-12
"5000.00","Beans","Eldoret",2010-01-01
"5010.00","Beans","Eldoret",2010-02-02
"5067.00","Beans","Eldoret",2010-03-03
"5033.00","Beans","Eldoret",2010-04-04
"4178.00","Beans","Eldoret",2010-05-05
"3627.00","Beans","Eldoret",2010-06-06
"2842.00","Beans","Eldoret",2010-07-07
"2783.00","Beans","Eldoret",2010-08-08
"3000.00","Beans","Eldoret",2010-09-09
"4400.00","Beans","Eldoret",2010-10-10
"3990.00","Beans","Eldoret",2010-11-11
"4025.00","Beans","Eldoret",2010-12-12
"4780.00","Beans","Eldoret",2011-01-01
"5670.00","Beans","Eldoret",2011-02-02
"6109.00","Beans","Eldoret",2011-03-03
"7650.00","Beans","Eldoret",2011-04-04
"8700.00","Beans","Eldoret",2011-05-05
"9000.00","Beans","Eldoret",2011-06-06
"6660.00","Beans","Eldoret",2011-07-07
"6000.00","Beans","Eldoret",2011-08-08
"5706.00","Beans","Eldoret",2011-09-09
"6330.00","Beans","Eldoret",2011-10-10
"6371.00","Beans","Eldoret",2011-11-11
"5321.00","Beans","Eldoret",2011-12-12
"5400.00","Beans","Eldoret",2012-01-01
"5400.00","Beans","Eldoret",2012-02-02
"5670.00","Beans","Eldoret",2012-03-03
"7334.00","Beans","Eldoret",2012-04-04
"8784.00","Beans","Eldoret",2012-05-05
"8800.00","Beans","Eldoret",2012-06-06
"7718.00","Beans","Eldoret",2012-07-07
"7272.00","Beans","Eldoret",2012-08-08
"6908.00","Beans","Eldoret",2012-09-09
NA,"Potatoes","Eldoret",2000-01-01
NA,"Potatoes","Eldoret",2000-02-02
NA,"Potatoes","Eldoret",2000-03-03
NA,"Potatoes","Eldoret",2000-04-04
NA,"Potatoes","Eldoret",2000-05-05
NA,"Potatoes","Eldoret",2000-06-06
NA,"Potatoes","Eldoret",2000-07-07
NA,"Potatoes","Eldoret",2000-08-08
NA,"Potatoes","Eldoret",2000-09-09
NA,"Potatoes","Eldoret",2000-10-10
NA,"Potatoes","Eldoret",2000-11-11
NA,"Potatoes","Eldoret",2000-12-12
"967.00","Potatoes","Eldoret",2001-01-01
"733.00","Potatoes","Eldoret",2001-02-02
"560.00","Potatoes","Eldoret",2001-03-03
"409.00","Potatoes","Eldoret",2001-04-04
"457.00","Potatoes","Eldoret",2001-05-05
"521.00","Potatoes","Eldoret",2001-06-06
"581.00","Potatoes","Eldoret",2001-07-07
"886.00","Potatoes","Eldoret",2001-08-08
"900.00","Potatoes","Eldoret",2001-09-09
"1053.00","Potatoes","Eldoret",2001-10-10
"1291.00","Potatoes","Eldoret",2001-11-11
"1050.00","Potatoes","Eldoret",2001-12-12
"880.00","Potatoes","Eldoret",2002-01-01
"990.00","Potatoes","Eldoret",2002-02-02
"1025.00","Potatoes","Eldoret",2002-03-03
"1200.00","Potatoes","Eldoret",2002-04-04
"1167.00","Potatoes","Eldoret",2002-05-05
"680.00","Potatoes","Eldoret",2002-06-06
"483.00","Potatoes","Eldoret",2002-07-07
"450.00","Potatoes","Eldoret",2002-08-08
"600.00","Potatoes","Eldoret",2002-09-09
"678.00","Potatoes","Eldoret",2002-10-10
"950.00","Potatoes","Eldoret",2002-11-11
NA,"Potatoes","Eldoret",2002-12-12
NA,"Potatoes","Eldoret",2003-01-01
NA,"Potatoes","Eldoret",2003-02-02
NA,"Potatoes","Eldoret",2003-03-03
NA,"Potatoes","Eldoret",2003-04-04
NA,"Potatoes","Eldoret",2003-05-05
NA,"Potatoes","Eldoret",2003-06-06
NA,"Potatoes","Eldoret",2003-07-07
NA,"Potatoes","Eldoret",2003-08-08
NA,"Potatoes","Eldoret",2003-09-09
NA,"Potatoes","Eldoret",2003-10-10
NA,"Potatoes","Eldoret",2003-11-11
NA,"Potatoes","Eldoret",2003-12-12
"844.00","Potatoes","Eldoret",2004-01-01
"827.00","Potatoes","Eldoret",2004-02-02
"850.00","Potatoes","Eldoret",2004-03-03
"750.00","Potatoes","Eldoret",2004-04-04
"800.00","Potatoes","Eldoret",2004-05-05
"700.00","Potatoes","Eldoret",2004-06-06
"700.00","Potatoes","Eldoret",2004-07-07
"800.00","Potatoes","Eldoret",2004-08-08
"1100.00","Potatoes","Eldoret",2004-09-09
"533.00","Potatoes","Eldoret",2004-10-10
NA,"Potatoes","Eldoret",2004-11-11
NA,"Potatoes","Eldoret",2004-12-12
NA,"Potatoes","Eldoret",2005-01-01
"850.00","Potatoes","Eldoret",2005-02-02
"850.00","Potatoes","Eldoret",2005-03-03
"1050.00","Potatoes","Eldoret",2005-04-04
NA,"Potatoes","Eldoret",2005-05-05
"600.00","Potatoes","Eldoret",2005-06-06
"555.56","Potatoes","Eldoret",2005-07-07
"621.88","Potatoes","Eldoret",2005-08-08
"692.00","Potatoes","Eldoret",2005-09-09
"900.00","Potatoes","Eldoret",2005-10-10
"1000.00","Potatoes","Eldoret",2005-11-11
NA,"Potatoes","Eldoret",2005-12-12
NA,"Potatoes","Eldoret",2006-01-01
"1869.00","Potatoes","Eldoret",2006-02-02
"1576.75","Potatoes","Eldoret",2006-03-03
"1433.00","Potatoes","Eldoret",2006-04-04
"1242.11","Potatoes","Eldoret",2006-05-05
"811.11","Potatoes","Eldoret",2006-06-06
"600.00","Potatoes","Eldoret",2006-07-07
"843.33","Potatoes","Eldoret",2006-08-08
"606.25","Potatoes","Eldoret",2006-09-09
"1118.00","Potatoes","Eldoret",2006-10-10
"1325.00","Potatoes","Eldoret",2006-11-11
"1000.00","Potatoes","Eldoret",2006-12-12
"1215.00","Potatoes","Eldoret",2007-01-01
"873.68","Potatoes","Eldoret",2007-02-02
"1162.50","Potatoes","Eldoret",2007-03-03
"1366.67","Potatoes","Eldoret",2007-04-04
"1495.24","Potatoes","Eldoret",2007-05-05
"1200.00","Potatoes","Eldoret",2007-06-06
"1118.10","Potatoes","Eldoret",2007-07-07
"1188.24","Potatoes","Eldoret",2007-08-08
"1192.31","Potatoes","Eldoret",2007-09-09
"1531.25","Potatoes","Eldoret",2007-10-10
"1582.35","Potatoes","Eldoret",2007-11-11
"1662.50","Potatoes","Eldoret",2007-12-12
"2000.00","Potatoes","Eldoret",2008-01-01
"1280.00","Potatoes","Eldoret",2008-02-02
"1300.00","Potatoes","Eldoret",2008-03-03
"2073.68","Potatoes","Eldoret",2008-04-04
"1984.21","Potatoes","Eldoret",2008-05-05
"1153.33","Potatoes","Eldoret",2008-06-06
"756.25","Potatoes","Eldoret",2008-07-07
"705.56","Potatoes","Eldoret",2008-08-08
"822.50","Potatoes","Eldoret",2008-09-09
"1322.22","Potatoes","Eldoret",2008-10-10
"1508.33","Potatoes","Eldoret",2008-11-11
"1500.00","Potatoes","Eldoret",2008-12-12
"1725.00","Potatoes","Eldoret",2009-01-01
"1582.64","Potatoes","Eldoret",2009-02-02
"2261.11","Potatoes","Eldoret",2009-03-03
"3163.33","Potatoes","Eldoret",2009-04-04
"3180.00","Potatoes","Eldoret",2009-05-05
"1813.00","Potatoes","Eldoret",2009-06-06
"784.00","Potatoes","Eldoret",2009-07-07
"1028.00","Potatoes","Eldoret",2009-08-08
"1675.00","Potatoes","Eldoret",2009-09-09
"2113.00","Potatoes","Eldoret",2009-10-10
"2455.00","Potatoes","Eldoret",2009-11-11
"2287.00","Potatoes","Eldoret",2009-12-12
"1333.00","Potatoes","Eldoret",2010-01-01
"883.00","Potatoes","Eldoret",2010-02-02
"663.00","Potatoes","Eldoret",2010-03-03
"932.00","Potatoes","Eldoret",2010-04-04
"1317.00","Potatoes","Eldoret",2010-05-05
"1443.00","Potatoes","Eldoret",2010-06-06
"1896.00","Potatoes","Eldoret",2010-07-07
"2083.00","Potatoes","Eldoret",2010-08-08
"1821.00","Potatoes","Eldoret",2010-09-09
"1867.00","Potatoes","Eldoret",2010-10-10
"1777.00","Potatoes","Eldoret",2010-11-11
"1712.00","Potatoes","Eldoret",2010-12-12
"1780.00","Potatoes","Eldoret",2011-01-01
"2207.00","Potatoes","Eldoret",2011-02-02
"3454.00","Potatoes","Eldoret",2011-03-03
"3760.00","Potatoes","Eldoret",2011-04-04
"3600.00","Potatoes","Eldoret",2011-05-05
"1540.00","Potatoes","Eldoret",2011-06-06
"1000.00","Potatoes","Eldoret",2011-07-07
"1000.00","Potatoes","Eldoret",2011-08-08
"1212.00","Potatoes","Eldoret",2011-09-09
"1810.00","Potatoes","Eldoret",2011-10-10
"2148.00","Potatoes","Eldoret",2011-11-11
"2045.00","Potatoes","Eldoret",2011-12-12
"2140.00","Potatoes","Eldoret",2012-01-01
"2315.00","Potatoes","Eldoret",2012-02-02
"2585.00","Potatoes","Eldoret",2012-03-03
"3450.00","Potatoes","Eldoret",2012-04-04
"4395.00","Potatoes","Eldoret",2012-05-05
"2740.00","Potatoes","Eldoret",2012-06-06
"2430.00","Potatoes","Eldoret",2012-07-07
"1521.00","Potatoes","Eldoret",2012-08-08
"1783.00","Potatoes","Eldoret",2012-09-09
NA,"Sorghum","Eldoret",2000-01-01
NA,"Sorghum","Eldoret",2000-02-02
NA,"Sorghum","Eldoret",2000-03-03
NA,"Sorghum","Eldoret",2000-04-04
NA,"Sorghum","Eldoret",2000-05-05
NA,"Sorghum","Eldoret",2000-06-06
NA,"Sorghum","Eldoret",2000-07-07
NA,"Sorghum","Eldoret",2000-08-08
NA,"Sorghum","Eldoret",2000-09-09
NA,"Sorghum","Eldoret",2000-10-10
NA,"Sorghum","Eldoret",2000-11-11
NA,"Sorghum","Eldoret",2000-12-12
"767.00","Sorghum","Eldoret",2001-01-01
"800.00","Sorghum","Eldoret",2001-02-02
"1000.00","Sorghum","Eldoret",2001-03-03
"636.00","Sorghum","Eldoret",2001-04-04
"644.00","Sorghum","Eldoret",2001-05-05
"600.00","Sorghum","Eldoret",2001-06-06
"725.00","Sorghum","Eldoret",2001-07-07
"786.00","Sorghum","Eldoret",2001-08-08
"800.00","Sorghum","Eldoret",2001-09-09
"800.00","Sorghum","Eldoret",2001-10-10
"782.00","Sorghum","Eldoret",2001-11-11
"700.00","Sorghum","Eldoret",2001-12-12
"600.00","Sorghum","Eldoret",2002-01-01
"600.00","Sorghum","Eldoret",2002-02-02
"600.00","Sorghum","Eldoret",2002-03-03
"600.00","Sorghum","Eldoret",2002-04-04
"667.00","Sorghum","Eldoret",2002-05-05
"600.00","Sorghum","Eldoret",2002-06-06
"622.00","Sorghum","Eldoret",2002-07-07
"800.00","Sorghum","Eldoret",2002-08-08
"800.00","Sorghum","Eldoret",2002-09-09
"756.00","Sorghum","Eldoret",2002-10-10
"600.00","Sorghum","Eldoret",2002-11-11
NA,"Sorghum","Eldoret",2002-12-12
NA,"Sorghum","Eldoret",2003-01-01
NA,"Sorghum","Eldoret",2003-02-02
NA,"Sorghum","Eldoret",2003-03-03
NA,"Sorghum","Eldoret",2003-04-04
NA,"Sorghum","Eldoret",2003-05-05
NA,"Sorghum","Eldoret",2003-06-06
NA,"Sorghum","Eldoret",2003-07-07
NA,"Sorghum","Eldoret",2003-08-08
NA,"Sorghum","Eldoret",2003-09-09
NA,"Sorghum","Eldoret",2003-10-10
NA,"Sorghum","Eldoret",2003-11-11
NA,"Sorghum","Eldoret",2003-12-12
"880.00","Sorghum","Eldoret",2004-01-01
"820.00","Sorghum","Eldoret",2004-02-02
"1000.00","Sorghum","Eldoret",2004-03-03
"1000.00","Sorghum","Eldoret",2004-04-04
"100.00","Sorghum","Eldoret",2004-05-05
"800.00","Sorghum","Eldoret",2004-06-06
"1000.00","Sorghum","Eldoret",2004-07-07
"1300.00","Sorghum","Eldoret",2004-08-08
"2800.00","Sorghum","Eldoret",2004-09-09
NA,"Sorghum","Eldoret",2004-10-10
NA,"Sorghum","Eldoret",2004-11-11
NA,"Sorghum","Eldoret",2004-12-12
NA,"Sorghum","Eldoret",2005-01-01
"850.00","Sorghum","Eldoret",2005-02-02
"1000.00","Sorghum","Eldoret",2005-03-03
"1000.00","Sorghum","Eldoret",2005-04-04
NA,"Sorghum","Eldoret",2005-05-05
"1200.00","Sorghum","Eldoret",2005-06-06
"1266.67","Sorghum","Eldoret",2005-07-07
"1184.62","Sorghum","Eldoret",2005-08-08
"980.00","Sorghum","Eldoret",2005-09-09
"844.44","Sorghum","Eldoret",2005-10-10
"800.00","Sorghum","Eldoret",2005-11-11
NA,"Sorghum","Eldoret",2005-12-12
NA,"Sorghum","Eldoret",2006-01-01
"1504.00","Sorghum","Eldoret",2006-02-02
"1115.75","Sorghum","Eldoret",2006-03-03
"1035.00","Sorghum","Eldoret",2006-04-04
"1031.58","Sorghum","Eldoret",2006-05-05
"1322.22","Sorghum","Eldoret",2006-06-06
"1000.00","Sorghum","Eldoret",2006-07-07
"925.00","Sorghum","Eldoret",2006-08-08
"967.50","Sorghum","Eldoret",2006-09-09
"1020.00","Sorghum","Eldoret",2006-10-10
"1200.00","Sorghum","Eldoret",2006-11-11
"1400.00","Sorghum","Eldoret",2006-12-12
"1340.00","Sorghum","Eldoret",2007-01-01
"1189.47","Sorghum","Eldoret",2007-02-02
"1208.33","Sorghum","Eldoret",2007-03-03
"1166.67","Sorghum","Eldoret",2007-04-04
"1555.00","Sorghum","Eldoret",2007-05-05
"1359.08","Sorghum","Eldoret",2007-06-06
"1389.52","Sorghum","Eldoret",2007-07-07
"1405.88","Sorghum","Eldoret",2007-08-08
"1857.14","Sorghum","Eldoret",2007-09-09
"1518.75","Sorghum","Eldoret",2007-10-10
"1200.00","Sorghum","Eldoret",2007-11-11
"1250.00","Sorghum","Eldoret",2007-12-12
"1400.00","Sorghum","Eldoret",2008-01-01
"1500.00","Sorghum","Eldoret",2008-02-02
"1500.00","Sorghum","Eldoret",2008-03-03
"1666.67","Sorghum","Eldoret",2008-04-04
"1555.56","Sorghum","Eldoret",2008-05-05
"1737.50","Sorghum","Eldoret",2008-06-06
"2150.00","Sorghum","Eldoret",2008-07-07
"1500.00","Sorghum","Eldoret",2008-08-08
"1650.00","Sorghum","Eldoret",2008-09-09
"1800.00","Sorghum","Eldoret",2008-10-10
"1600.00","Sorghum","Eldoret",2008-11-11
"1633.33","Sorghum","Eldoret",2008-12-12
"1917.00","Sorghum","Eldoret",2009-01-01
"2021.00","Sorghum","Eldoret",2009-02-02
"2495.00","Sorghum","Eldoret",2009-03-03
"2469.00","Sorghum","Eldoret",2009-04-04
"2780.00","Sorghum","Eldoret",2009-05-05
"2913.00","Sorghum","Eldoret",2009-06-06
"3141.00","Sorghum","Eldoret",2009-07-07
"3553.00","Sorghum","Eldoret",2009-08-08
"3500.00","Sorghum","Eldoret",2009-09-09
"3168.00","Sorghum","Eldoret",2009-10-10
"3600.00","Sorghum","Eldoret",2009-11-11
"4000.00","Sorghum","Eldoret",2009-12-12
"3360.00","Sorghum","Eldoret",2010-01-01
"3106.00","Sorghum","Eldoret",2010-02-02
"3685.00","Sorghum","Eldoret",2010-03-03
"3776.00","Sorghum","Eldoret",2010-04-04
"3600.00","Sorghum","Eldoret",2010-05-05
"3765.00","Sorghum","Eldoret",2010-06-06
"3730.00","Sorghum","Eldoret",2010-07-07
"3450.00","Sorghum","Eldoret",2010-08-08
"4733.00","Sorghum","Eldoret",2010-09-09
"1867.00","Sorghum","Eldoret",2010-10-10
"1842.00","Sorghum","Eldoret",2010-11-11
"1808.00","Sorghum","Eldoret",2010-12-12
"1700.00","Sorghum","Eldoret",2011-01-01
"1800.00","Sorghum","Eldoret",2011-02-02
"3257.00","Sorghum","Eldoret",2011-03-03
"2655.00","Sorghum","Eldoret",2011-04-04
"2660.00","Sorghum","Eldoret",2011-05-05
"5400.00","Sorghum","Eldoret",2011-06-06
"4669.00","Sorghum","Eldoret",2011-07-07
"2250.00","Sorghum","Eldoret",2011-08-08
"2424.00","Sorghum","Eldoret",2011-09-09
"3000.00","Sorghum","Eldoret",2011-10-10
"4608.00","Sorghum","Eldoret",2011-11-11
"3798.00","Sorghum","Eldoret",2011-12-12
"3600.00","Sorghum","Eldoret",2012-01-01
"3600.00","Sorghum","Eldoret",2012-02-02
"3600.00","Sorghum","Eldoret",2012-03-03
"3758.00","Sorghum","Eldoret",2012-04-04
"6750.00","Sorghum","Eldoret",2012-05-05
"5693.00","Sorghum","Eldoret",2012-06-06
"3713.00","Sorghum","Eldoret",2012-07-07
"3852.00","Sorghum","Eldoret",2012-08-08
"4500.00","Sorghum","Eldoret",2012-09-09
"1308.00","White Maize","Kisumu",2000-01-01
"1200.00","White Maize","Kisumu",2000-02-02
"1341.00","White Maize","Kisumu",2000-03-03
"1345.00","White Maize","Kisumu",2000-04-04
"1545.00","White Maize","Kisumu",2000-05-05
"1692.00","White Maize","Kisumu",2000-06-06
"1688.00","White Maize","Kisumu",2000-07-07
"1495.00","White Maize","Kisumu",2000-08-08
"1399.00","White Maize","Kisumu",2000-09-09
"1357.00","White Maize","Kisumu",2000-10-10
"1344.00","White Maize","Kisumu",2000-11-11
"1358.00","White Maize","Kisumu",2000-12-12
"1308.00","White Maize","Kisumu",2001-01-01
"1228.00","White Maize","Kisumu",2001-02-02
"1276.00","White Maize","Kisumu",2001-03-03
"1209.00","White Maize","Kisumu",2001-04-04
"1200.00","White Maize","Kisumu",2001-05-05
"1147.00","White Maize","Kisumu",2001-06-06
"972.00","White Maize","Kisumu",2001-07-07
"931.00","White Maize","Kisumu",2001-08-08
"771.00","White Maize","Kisumu",2001-09-09
"708.00","White Maize","Kisumu",2001-10-10
"703.00","White Maize","Kisumu",2001-11-11
"726.00","White Maize","Kisumu",2001-12-12
"770.00","White Maize","Kisumu",2002-01-01
"733.00","White Maize","Kisumu",2002-02-02
"757.00","White Maize","Kisumu",2002-03-03
"764.00","White Maize","Kisumu",2002-04-04
"942.00","White Maize","Kisumu",2002-05-05
"1000.00","White Maize","Kisumu",2002-06-06
"925.00","White Maize","Kisumu",2002-07-07
"850.00","White Maize","Kisumu",2002-08-08
"900.00","White Maize","Kisumu",2002-09-09
"1000.00","White Maize","Kisumu",2002-10-10
"1095.00","White Maize","Kisumu",2002-11-11
"1120.00","White Maize","Kisumu",2002-12-12
"1078.00","White Maize","Kisumu",2003-01-01
"1050.00","White Maize","Kisumu",2003-02-02
"1163.00","White Maize","Kisumu",2003-03-03
"1238.00","White Maize","Kisumu",2003-04-04
"1550.00","White Maize","Kisumu",2003-05-05
"1743.00","White Maize","Kisumu",2003-06-06
"1738.00","White Maize","Kisumu",2003-07-07
"1533.00","White Maize","Kisumu",2003-08-08
"1236.00","White Maize","Kisumu",2003-09-09
"1232.00","White Maize","Kisumu",2003-10-10
"1280.00","White Maize","Kisumu",2003-11-11
"1190.00","White Maize","Kisumu",2003-12-12
"1322.00","White Maize","Kisumu",2004-01-01
"1457.00","White Maize","Kisumu",2004-02-02
"1667.00","White Maize","Kisumu",2004-03-03
"1664.00","White Maize","Kisumu",2004-04-04
"1660.00","White Maize","Kisumu",2004-05-05
"1447.00","White Maize","Kisumu",2004-06-06
"1690.00","White Maize","Kisumu",2004-07-07
"1500.00","White Maize","Kisumu",2004-08-08
"1533.00","White Maize","Kisumu",2004-09-09
"1547.00","White Maize","Kisumu",2004-10-10
"1545.00","White Maize","Kisumu",2004-11-11
"1530.00","White Maize","Kisumu",2004-12-12
"1500.00","White Maize","Kisumu",2005-01-01
"1473.00","White Maize","Kisumu",2005-02-02
"1420.00","White Maize","Kisumu",2005-03-03
"1400.00","White Maize","Kisumu",2005-04-04
"1450.00","White Maize","Kisumu",2005-05-05
"1550.00","White Maize","Kisumu",2005-06-06
"1447.00","White Maize","Kisumu",2005-07-07
"1075.00","White Maize","Kisumu",2005-08-08
"1182.00","White Maize","Kisumu",2005-09-09
"1087.00","White Maize","Kisumu",2005-10-10
"1190.00","White Maize","Kisumu",2005-11-11
"1125.00","White Maize","Kisumu",2005-12-12
"1175.00","White Maize","Kisumu",2006-01-01
"1300.00","White Maize","Kisumu",2006-02-02
"1433.00","White Maize","Kisumu",2006-03-03
"1520.00","White Maize","Kisumu",2006-04-04
"1583.00","White Maize","Kisumu",2006-05-05
"1753.00","White Maize","Kisumu",2006-06-06
"1660.00","White Maize","Kisumu",2006-07-07
"1480.00","White Maize","Kisumu",2006-08-08
"1300.00","White Maize","Kisumu",2006-09-09
"1200.00","White Maize","Kisumu",2006-10-10
"1260.00","White Maize","Kisumu",2006-11-11
"1300.00","White Maize","Kisumu",2006-12-12
"1150.00","White Maize","Kisumu",2007-01-01
"1200.00","White Maize","Kisumu",2007-02-02
"1230.00","White Maize","Kisumu",2007-03-03
"1223.00","White Maize","Kisumu",2007-04-04
"1286.00","White Maize","Kisumu",2007-05-05
"1269.00","White Maize","Kisumu",2007-06-06
"1375.00","White Maize","Kisumu",2007-07-07
"1400.00","White Maize","Kisumu",2007-08-08
"1200.00","White Maize","Kisumu",2007-09-09
"1233.00","White Maize","Kisumu",2007-10-10
"1307.00","White Maize","Kisumu",2007-11-11
"1214.00","White Maize","Kisumu",2007-12-12
"1280.00","White Maize","Kisumu",2008-01-01
"1350.00","White Maize","Kisumu",2008-02-02
"1474.00","White Maize","Kisumu",2008-03-03
"1800.00","White Maize","Kisumu",2008-04-04
"2400.00","White Maize","Kisumu",2008-05-05
"2050.00","White Maize","Kisumu",2008-06-06
"2253.00","White Maize","Kisumu",2008-07-07
"2200.00","White Maize","Kisumu",2008-08-08
"2200.00","White Maize","Kisumu",2008-09-09
"2333.00","White Maize","Kisumu",2008-10-10
"2390.00","White Maize","Kisumu",2008-11-11
"2800.00","White Maize","Kisumu",2008-12-12
"2800.00","White Maize","Kisumu",2009-01-01
"2800.00","White Maize","Kisumu",2009-02-02
"2770.00","White Maize","Kisumu",2009-03-03
"2660.00","White Maize","Kisumu",2009-04-04
"2724.00","White Maize","Kisumu",2009-05-05
"2633.00","White Maize","Kisumu",2009-06-06
"2567.00","White Maize","Kisumu",2009-07-07
"2483.00","White Maize","Kisumu",2009-08-08
"2400.00","White Maize","Kisumu",2009-09-09
"2380.00","White Maize","Kisumu",2009-10-10
"2400.00","White Maize","Kisumu",2009-11-11
"2395.00","White Maize","Kisumu",2009-12-12
"2395.00","White Maize","Kisumu",2010-01-01
"2395.00","White Maize","Kisumu",2010-02-02
"2400.00","White Maize","Kisumu",2010-03-03
"2360.00","White Maize","Kisumu",2010-04-04
"1556.00","White Maize","Kisumu",2010-05-05
"1724.00","White Maize","Kisumu",2010-06-06
"1590.00","White Maize","Kisumu",2010-07-07
